path1,path2,path3,gt_path,x-coordinate,y-coordinate,status,visibility
images/game5/Clip6/0054.jpg,images/game5/Clip6/0053.jpg,images/game5/Clip6/0052.jpg,gts/game5/Clip6/0054.jpg,450.0,63.0,0.0,1
images/game3/Clip9/0028.jpg,images/game3/Clip9/0027.jpg,images/game3/Clip9/0026.jpg,gts/game3/Clip9/0028.jpg,607.0,113.0,1.0,1
images/game6/Clip1/0387.jpg,images/game6/Clip1/0386.jpg,images/game6/Clip1/0385.jpg,gts/game6/Clip1/0387.jpg,371.0,553.0,1.0,1
images/game4/Clip1/0085.jpg,images/game4/Clip1/0084.jpg,images/game4/Clip1/0083.jpg,gts/game4/Clip1/0085.jpg,828.0,319.0,0.0,1
images/game6/Clip3/0421.jpg,images/game6/Clip3/0420.jpg,images/game6/Clip3/0419.jpg,gts/game6/Clip3/0421.jpg,467.0,445.0,0.0,1
images/game7/Clip4/0064.jpg,images/game7/Clip4/0063.jpg,images/game7/Clip4/0062.jpg,gts/game7/Clip4/0064.jpg,869.0,155.0,0.0,1
images/game2/Clip1/0075.jpg,images/game2/Clip1/0074.jpg,images/game2/Clip1/0073.jpg,gts/game2/Clip1/0075.jpg,765.0,73.0,0.0,1
images/game10/Clip9/0015.jpg,images/game10/Clip9/0014.jpg,images/game10/Clip9/0013.jpg,gts/game10/Clip9/0015.jpg,614.0,453.0,0.0,1
images/game6/Clip1/0338.jpg,images/game6/Clip1/0337.jpg,images/game6/Clip1/0336.jpg,gts/game6/Clip1/0338.jpg,686.0,241.0,0.0,1
images/game8/Clip3/0323.jpg,images/game8/Clip3/0322.jpg,images/game8/Clip3/0321.jpg,gts/game8/Clip3/0323.jpg,738.0,298.0,0.0,2
images/game10/Clip1/0088.jpg,images/game10/Clip1/0087.jpg,images/game10/Clip1/0086.jpg,gts/game10/Clip1/0088.jpg,539.0,334.0,0.0,1
images/game3/Clip3/0350.jpg,images/game3/Clip3/0349.jpg,images/game3/Clip3/0348.jpg,gts/game3/Clip3/0350.jpg,,,,0
images/game1/Clip8/0023.jpg,images/game1/Clip8/0022.jpg,images/game1/Clip8/0021.jpg,gts/game1/Clip8/0023.jpg,614.0,43.0,0.0,1
images/game8/Clip4/0022.jpg,images/game8/Clip4/0021.jpg,images/game8/Clip4/0020.jpg,gts/game8/Clip4/0022.jpg,671.0,410.0,1.0,1
images/game4/Clip4/0093.jpg,images/game4/Clip4/0092.jpg,images/game4/Clip4/0091.jpg,gts/game4/Clip4/0093.jpg,777.0,175.0,0.0,1
images/game8/Clip4/0079.jpg,images/game8/Clip4/0078.jpg,images/game8/Clip4/0077.jpg,gts/game8/Clip4/0079.jpg,523.0,443.0,0.0,1
images/game7/Clip2/0099.jpg,images/game7/Clip2/0098.jpg,images/game7/Clip2/0097.jpg,gts/game7/Clip2/0099.jpg,475.0,87.0,0.0,1
images/game1/Clip12/0119.jpg,images/game1/Clip12/0118.jpg,images/game1/Clip12/0117.jpg,gts/game1/Clip12/0119.jpg,796.0,109.0,0.0,1
images/game9/Clip1/0082.jpg,images/game9/Clip1/0081.jpg,images/game9/Clip1/0080.jpg,gts/game9/Clip1/0082.jpg,784.0,92.0,0.0,1
images/game8/Clip4/0050.jpg,images/game8/Clip4/0049.jpg,images/game8/Clip4/0048.jpg,gts/game8/Clip4/0050.jpg,497.0,233.0,0.0,1
images/game6/Clip2/0147.jpg,images/game6/Clip2/0146.jpg,images/game6/Clip2/0145.jpg,gts/game6/Clip2/0147.jpg,679.0,229.0,0.0,1
images/game4/Clip2/0079.jpg,images/game4/Clip2/0078.jpg,images/game4/Clip2/0077.jpg,gts/game4/Clip2/0079.jpg,468.0,253.0,0.0,1
images/game2/Clip8/0070.jpg,images/game2/Clip8/0069.jpg,images/game2/Clip8/0068.jpg,gts/game2/Clip8/0070.jpg,597.0,367.0,0.0,1
images/game10/Clip12/0534.jpg,images/game10/Clip12/0533.jpg,images/game10/Clip12/0532.jpg,gts/game10/Clip12/0534.jpg,586.0,154.0,0.0,1
images/game7/Clip8/0002.jpg,images/game7/Clip8/0001.jpg,images/game7/Clip8/0000.jpg,gts/game7/Clip8/0002.jpg,612.0,90.0,0.0,2
images/game7/Clip4/0172.jpg,images/game7/Clip4/0171.jpg,images/game7/Clip4/0170.jpg,gts/game7/Clip4/0172.jpg,454.0,406.0,0.0,1
images/game4/Clip7/0274.jpg,images/game4/Clip7/0273.jpg,images/game4/Clip7/0272.jpg,gts/game4/Clip7/0274.jpg,525.0,152.0,2.0,1
images/game2/Clip2/0090.jpg,images/game2/Clip2/0089.jpg,images/game2/Clip2/0088.jpg,gts/game2/Clip2/0090.jpg,764.0,363.0,0.0,1
images/game8/Clip7/0235.jpg,images/game8/Clip7/0234.jpg,images/game8/Clip7/0233.jpg,gts/game8/Clip7/0235.jpg,442.0,205.0,0.0,1
images/game6/Clip2/0339.jpg,images/game6/Clip2/0338.jpg,images/game6/Clip2/0337.jpg,gts/game6/Clip2/0339.jpg,714.0,173.0,0.0,1
images/game3/Clip3/0393.jpg,images/game3/Clip3/0392.jpg,images/game3/Clip3/0391.jpg,gts/game3/Clip3/0393.jpg,559.0,46.0,0.0,1
images/game8/Clip3/0076.jpg,images/game8/Clip3/0075.jpg,images/game8/Clip3/0074.jpg,gts/game8/Clip3/0076.jpg,531.0,282.0,0.0,1
images/game3/Clip6/0007.jpg,images/game3/Clip6/0006.jpg,images/game3/Clip6/0005.jpg,gts/game3/Clip6/0007.jpg,713.0,244.0,0.0,1
images/game5/Clip1/0099.jpg,images/game5/Clip1/0098.jpg,images/game5/Clip1/0097.jpg,gts/game5/Clip1/0099.jpg,761.0,153.0,0.0,1
images/game4/Clip2/0481.jpg,images/game4/Clip2/0480.jpg,images/game4/Clip2/0479.jpg,gts/game4/Clip2/0481.jpg,725.0,147.0,0.0,1
images/game10/Clip5/0027.jpg,images/game10/Clip5/0026.jpg,images/game10/Clip5/0025.jpg,gts/game10/Clip5/0027.jpg,712.0,325.0,0.0,1
images/game6/Clip3/0010.jpg,images/game6/Clip3/0009.jpg,images/game6/Clip3/0008.jpg,gts/game6/Clip3/0010.jpg,536.0,527.0,0.0,1
images/game8/Clip7/0004.jpg,images/game8/Clip7/0003.jpg,images/game8/Clip7/0002.jpg,gts/game8/Clip7/0004.jpg,572.0,377.0,0.0,1
images/game4/Clip6/0075.jpg,images/game4/Clip6/0074.jpg,images/game4/Clip6/0073.jpg,gts/game4/Clip6/0075.jpg,673.0,121.0,1.0,1
images/game2/Clip8/0403.jpg,images/game2/Clip8/0402.jpg,images/game2/Clip8/0401.jpg,gts/game2/Clip8/0403.jpg,360.0,521.0,0.0,1
images/game2/Clip8/0461.jpg,images/game2/Clip8/0460.jpg,images/game2/Clip8/0459.jpg,gts/game2/Clip8/0461.jpg,847.0,487.0,0.0,1
images/game10/Clip6/0046.jpg,images/game10/Clip6/0045.jpg,images/game10/Clip6/0044.jpg,gts/game10/Clip6/0046.jpg,688.0,143.0,0.0,1
images/game10/Clip12/0175.jpg,images/game10/Clip12/0174.jpg,images/game10/Clip12/0173.jpg,gts/game10/Clip12/0175.jpg,687.0,103.0,0.0,1
images/game9/Clip9/0098.jpg,images/game9/Clip9/0097.jpg,images/game9/Clip9/0096.jpg,gts/game9/Clip9/0098.jpg,524.0,233.0,0.0,1
images/game2/Clip7/0009.jpg,images/game2/Clip7/0008.jpg,images/game2/Clip7/0007.jpg,gts/game2/Clip7/0009.jpg,692.0,311.0,0.0,1
images/game10/Clip3/0138.jpg,images/game10/Clip3/0137.jpg,images/game10/Clip3/0136.jpg,gts/game10/Clip3/0138.jpg,422.0,108.0,0.0,1
images/game9/Clip7/0053.jpg,images/game9/Clip7/0052.jpg,images/game9/Clip7/0051.jpg,gts/game9/Clip7/0053.jpg,893.0,357.0,0.0,1
images/game10/Clip12/0343.jpg,images/game10/Clip12/0342.jpg,images/game10/Clip12/0341.jpg,gts/game10/Clip12/0343.jpg,569.0,142.0,0.0,1
images/game7/Clip4/0532.jpg,images/game7/Clip4/0531.jpg,images/game7/Clip4/0530.jpg,gts/game7/Clip4/0532.jpg,656.0,148.0,0.0,1
images/game1/Clip13/0036.jpg,images/game1/Clip13/0035.jpg,images/game1/Clip13/0034.jpg,gts/game1/Clip13/0036.jpg,830.0,130.0,0.0,1
images/game10/Clip12/0520.jpg,images/game10/Clip12/0519.jpg,images/game10/Clip12/0518.jpg,gts/game10/Clip12/0520.jpg,580.0,448.0,0.0,1
images/game1/Clip4/0086.jpg,images/game1/Clip4/0085.jpg,images/game1/Clip4/0084.jpg,gts/game1/Clip4/0086.jpg,502.0,225.0,0.0,1
images/game9/Clip7/0018.jpg,images/game9/Clip7/0017.jpg,images/game9/Clip7/0016.jpg,gts/game9/Clip7/0018.jpg,563.0,24.0,0.0,1
images/game6/Clip2/0236.jpg,images/game6/Clip2/0235.jpg,images/game6/Clip2/0234.jpg,gts/game6/Clip2/0236.jpg,423.0,456.0,0.0,1
images/game10/Clip3/0160.jpg,images/game10/Clip3/0159.jpg,images/game10/Clip3/0158.jpg,gts/game10/Clip3/0160.jpg,675.0,279.0,0.0,1
images/game5/Clip9/0095.jpg,images/game5/Clip9/0094.jpg,images/game5/Clip9/0093.jpg,gts/game5/Clip9/0095.jpg,702.0,147.0,0.0,1
images/game8/Clip3/0184.jpg,images/game8/Clip3/0183.jpg,images/game8/Clip3/0182.jpg,gts/game8/Clip3/0184.jpg,590.0,351.0,0.0,1
images/game8/Clip3/0050.jpg,images/game8/Clip3/0049.jpg,images/game8/Clip3/0048.jpg,gts/game8/Clip3/0050.jpg,656.0,264.0,0.0,1
images/game8/Clip3/0248.jpg,images/game8/Clip3/0247.jpg,images/game8/Clip3/0246.jpg,gts/game8/Clip3/0248.jpg,518.0,463.0,0.0,1
images/game6/Clip1/0579.jpg,images/game6/Clip1/0578.jpg,images/game6/Clip1/0577.jpg,gts/game6/Clip1/0579.jpg,587.0,369.0,0.0,1
images/game9/Clip4/0063.jpg,images/game9/Clip4/0062.jpg,images/game9/Clip4/0061.jpg,gts/game9/Clip4/0063.jpg,572.0,414.0,0.0,1
images/game2/Clip8/0449.jpg,images/game2/Clip8/0448.jpg,images/game2/Clip8/0447.jpg,gts/game2/Clip8/0449.jpg,685.0,293.0,0.0,1
images/game6/Clip4/0038.jpg,images/game6/Clip4/0037.jpg,images/game6/Clip4/0036.jpg,gts/game6/Clip4/0038.jpg,531.0,555.0,0.0,1
images/game2/Clip1/0214.jpg,images/game2/Clip1/0213.jpg,images/game2/Clip1/0212.jpg,gts/game2/Clip1/0214.jpg,591.0,140.0,0.0,1
images/game10/Clip6/0276.jpg,images/game10/Clip6/0275.jpg,images/game10/Clip6/0274.jpg,gts/game10/Clip6/0276.jpg,542.0,134.0,0.0,1
images/game7/Clip8/0030.jpg,images/game7/Clip8/0029.jpg,images/game7/Clip8/0028.jpg,gts/game7/Clip8/0030.jpg,,,,0
images/game10/Clip6/0111.jpg,images/game10/Clip6/0110.jpg,images/game10/Clip6/0109.jpg,gts/game10/Clip6/0111.jpg,631.0,219.0,0.0,1
images/game2/Clip1/0359.jpg,images/game2/Clip1/0358.jpg,images/game2/Clip1/0357.jpg,gts/game2/Clip1/0359.jpg,488.0,290.0,0.0,1
images/game5/Clip9/0032.jpg,images/game5/Clip9/0031.jpg,images/game5/Clip9/0030.jpg,gts/game5/Clip9/0032.jpg,686.0,123.0,0.0,1
images/game1/Clip2/0034.jpg,images/game1/Clip2/0033.jpg,images/game1/Clip2/0032.jpg,gts/game1/Clip2/0034.jpg,655.0,232.0,0.0,1
images/game4/Clip1/0271.jpg,images/game4/Clip1/0270.jpg,images/game4/Clip1/0269.jpg,gts/game4/Clip1/0271.jpg,721.0,154.0,0.0,1
images/game5/Clip5/0020.jpg,images/game5/Clip5/0019.jpg,images/game5/Clip5/0018.jpg,gts/game5/Clip5/0020.jpg,586.0,10.0,0.0,1
images/game9/Clip9/0053.jpg,images/game9/Clip9/0052.jpg,images/game9/Clip9/0051.jpg,gts/game9/Clip9/0053.jpg,880.0,434.0,0.0,1
images/game1/Clip11/0068.jpg,images/game1/Clip11/0067.jpg,images/game1/Clip11/0066.jpg,gts/game1/Clip11/0068.jpg,544.0,231.0,0.0,1
images/game2/Clip6/0388.jpg,images/game2/Clip6/0387.jpg,images/game2/Clip6/0386.jpg,gts/game2/Clip6/0388.jpg,601.0,130.0,0.0,1
images/game5/Clip5/0027.jpg,images/game5/Clip5/0026.jpg,images/game5/Clip5/0025.jpg,gts/game5/Clip5/0027.jpg,615.0,63.0,0.0,1
images/game4/Clip6/0154.jpg,images/game4/Clip6/0153.jpg,images/game4/Clip6/0152.jpg,gts/game4/Clip6/0154.jpg,523.0,163.0,0.0,1
images/game1/Clip4/0017.jpg,images/game1/Clip4/0016.jpg,images/game1/Clip4/0015.jpg,gts/game1/Clip4/0017.jpg,589.0,265.0,0.0,1
images/game4/Clip5/0080.jpg,images/game4/Clip5/0079.jpg,images/game4/Clip5/0078.jpg,gts/game4/Clip5/0080.jpg,621.0,115.0,0.0,1
images/game6/Clip2/0424.jpg,images/game6/Clip2/0423.jpg,images/game6/Clip2/0422.jpg,gts/game6/Clip2/0424.jpg,364.0,521.0,2.0,1
images/game2/Clip8/0137.jpg,images/game2/Clip8/0136.jpg,images/game2/Clip8/0135.jpg,gts/game2/Clip8/0137.jpg,766.0,492.0,2.0,1
images/game6/Clip1/0436.jpg,images/game6/Clip1/0435.jpg,images/game6/Clip1/0434.jpg,gts/game6/Clip1/0436.jpg,602.0,299.0,0.0,1
images/game7/Clip4/0572.jpg,images/game7/Clip4/0571.jpg,images/game7/Clip4/0570.jpg,gts/game7/Clip4/0572.jpg,783.0,177.0,0.0,1
images/game6/Clip4/0096.jpg,images/game6/Clip4/0095.jpg,images/game6/Clip4/0094.jpg,gts/game6/Clip4/0096.jpg,799.0,175.0,1.0,1
images/game6/Clip2/0521.jpg,images/game6/Clip2/0520.jpg,images/game6/Clip2/0519.jpg,gts/game6/Clip2/0521.jpg,826.0,148.0,0.0,1
images/game10/Clip6/0204.jpg,images/game10/Clip6/0203.jpg,images/game10/Clip6/0202.jpg,gts/game10/Clip6/0204.jpg,682.0,158.0,0.0,1
images/game5/Clip14/0031.jpg,images/game5/Clip14/0030.jpg,images/game5/Clip14/0029.jpg,gts/game5/Clip14/0031.jpg,465.0,143.0,0.0,1
images/game3/Clip5/0016.jpg,images/game3/Clip5/0015.jpg,images/game3/Clip5/0014.jpg,gts/game3/Clip5/0016.jpg,648.0,235.0,0.0,2
images/game8/Clip4/0092.jpg,images/game8/Clip4/0091.jpg,images/game8/Clip4/0090.jpg,gts/game8/Clip4/0092.jpg,641.0,256.0,0.0,1
images/game1/Clip13/0220.jpg,images/game1/Clip13/0219.jpg,images/game1/Clip13/0218.jpg,gts/game1/Clip13/0220.jpg,534.0,91.0,0.0,2
images/game8/Clip7/0296.jpg,images/game8/Clip7/0295.jpg,images/game8/Clip7/0294.jpg,gts/game8/Clip7/0296.jpg,803.0,237.0,0.0,2
images/game10/Clip6/0117.jpg,images/game10/Clip6/0116.jpg,images/game10/Clip6/0115.jpg,gts/game10/Clip6/0117.jpg,619.0,194.0,0.0,1
images/game7/Clip4/0313.jpg,images/game7/Clip4/0312.jpg,images/game7/Clip4/0311.jpg,gts/game7/Clip4/0313.jpg,827.0,167.0,0.0,1
images/game8/Clip4/0043.jpg,images/game8/Clip4/0042.jpg,images/game8/Clip4/0041.jpg,gts/game8/Clip4/0043.jpg,512.0,220.0,0.0,1
images/game10/Clip10/0060.jpg,images/game10/Clip10/0059.jpg,images/game10/Clip10/0058.jpg,gts/game10/Clip10/0060.jpg,532.0,122.0,0.0,1
images/game8/Clip3/0365.jpg,images/game8/Clip3/0364.jpg,images/game8/Clip3/0363.jpg,gts/game8/Clip3/0365.jpg,936.0,530.0,0.0,2
images/game10/Clip10/0096.jpg,images/game10/Clip10/0095.jpg,images/game10/Clip10/0094.jpg,gts/game10/Clip10/0096.jpg,501.0,454.0,0.0,1
